page_path,topic,tag,tag_known,page_default_tag,uses_tagForSlug,link_type,asin,search_term,anchor_text,position_index,words_before,pct_through,in_first_600_words,component
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","ClimbUp Insect Interceptors — turn husks into a yes or no","1","159","5","sticky","StickyBuyBar"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","Interceptors &rarr;","2","541","17","true","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Encasements &rarr;","3","575","18","true","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","vapamore mr-100 steamer","Dry-vapour steamer &rarr;","4","608","19","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug inspection flashlight magnifier kit","Flashlight and magnifier &rarr;","5","671","22","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","Interceptor traps &rarr;","6","1324","42","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Zippered encasements &rarr;","7","1326","43","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug inspection flashlight magnifier kit","Inspection kit &rarr;","8","1328","43","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","Check interceptor traps on Amazon.ca &rarr;","9","1812","58","false","BuyLink"
"/blog/bed-bug-shells-casings-shed-skins-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Check zippered encasements on Amazon.ca &rarr;","10","2607","84","false","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","dp_asin","B0D2PFS1WZ","doktor doom sleep tight bed bug spray","Doktor Doom Sleep Tight bed bug spray","1","78","3","sticky","StickyBuyBar"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom sleep tight bed bug spray","Doktor Doom Sleep Tight","2","90","3","true","AmazonLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom sleep tight bed bug spray","Check price on Amazon.ca →","3","300","10","true","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom sleep tight bed bug spray","Doktor Doom Sleep Tight &rarr;","4","438","15","true","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom pro max","Doktor Doom Pro Max &rarr;","5","442","15","true","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","knock down bed bug killer","Knock Down Bed Bug Killer &rarr;","6","446","15","true","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","konk bed bug spray","Konk Bed Bug Spray &rarr;","7","451","15","true","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom sleep tight bed bug spray","Check Sleep Tight on Amazon.ca &rarr;","8","1017","34","false","BuyLink"
"/blog/bed-bug-spray-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","true","search","","doktor doom pro max","Check Pro Max on Amazon.ca &rarr;","9","1022","34","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Bed bug interceptor traps (under each bed leg)","1","145","4","sticky","StickyBuyBar"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bright handheld led flashlight","Check price on Amazon.ca &rarr;","2","522","16","true","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Check price on Amazon.ca &rarr;","3","597","18","true","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Interceptor traps &rarr;","4","814","25","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug proof mattress encasement zippered","Encasement &rarr;","5","961","29","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","sealed hepa vacuum bagged","Sealed HEPA vacuum &rarr;","6","990","30","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Interceptor traps &rarr;","7","1755","53","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug proof mattress encasement zippered","Encasements &rarr;","8","1757","53","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug glue strip monitors","Glue-strip monitors &rarr;","9","1758","53","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Check interceptor traps on Amazon.ca &rarr;","10","2307","70","false","BuyLink"
"/blog/bed-bug-stains-poop-droppings-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug proof mattress encasement zippered","Check bed-bug-rated encasements on Amazon.ca &rarr;","11","2741","83","false","BuyLink"
"/blog/bed-bug-treatment-cost-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","vapamore mr-100 steamer","Dry-vapour steamer — the one DIY item worth real money","1","166","7","sticky","StickyBuyBar"
"/blog/bed-bug-treatment-cost-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","saferest mattress encasement","Zippered encasements &rarr;","2","1111","47","false","BuyLink"
"/blog/bed-bug-treatment-cost-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","Interceptor traps &rarr;","3","1113","47","false","BuyLink"
"/blog/bed-bug-treatment-cost-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","climbup bed bug interceptor","Check interceptor traps on Amazon.ca &rarr;","4","1986","84","false","BuyLink"
"/blog/bed-bugs-in-a-car-heat-treatment-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","portable bed bug heat chamber","Portable heat chamber — for everything you can carry out of the car","1","169","7","sticky","StickyBuyBar"
"/blog/bed-bugs-in-a-car-heat-treatment-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","portable bed bug heat chamber","Heat chamber &rarr;","2","698","30","false","BuyLink"
"/blog/bed-bugs-in-a-car-heat-treatment-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","sealed hepa vacuum crevice tool","Sealed-HEPA vacuum &rarr;","3","700","30","false","BuyLink"
"/blog/bed-bugs-in-a-car-heat-treatment-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","canister steam cleaner bed bugs","Steamer &rarr;","4","702","30","false","BuyLink"
"/blog/bed-bugs-in-a-car-heat-treatment-canada","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","high temperature probe thermometer","Probe thermometer &rarr;","5","703","30","false","BuyLink"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Bed bug interceptor traps — the only real answer","1","144","5","sticky","StickyBuyBar"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Check price on Amazon.ca →","2","413","15","true","BuyLink"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Interceptor traps &rarr;","3","1434","53","false","BuyLink"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug proof mattress encasement zippered","Encasements &rarr;","4","1436","53","false","BuyLink"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","lidded storage bin with latching lid","Entryway bin &rarr;","5","1437","53","false","BuyLink"
"/blog/bed-bugs-on-the-ttc-toronto","bedbug","buzzskito-bedbug-20","true","buzzskito-bedbug-20","false","search","","bed bug interceptor traps climbup","Check interceptor traps on Amazon.ca &rarr;","6","1965","73","false","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","true hepa air purifier large room","True-HEPA air purifier (dust-mite allergen)","1","82","4","sticky","StickyBuyBar"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","search","Check price on Amazon.ca →","2","594","32","true","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","coway airmega true hepa air purifier","Coway / Winix mid-size →","3","631","34","false","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","coway airmega 400 large room air purifier","High-CADR large-room →","4","634","34","false","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","levoit core hepa air purifier","Levoit budget unit →","5","636","34","false","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","true hepa h13 air purifier","Check True-HEPA (H13) purifiers on Amazon.ca →","6","810","44","false","BuyLink"
"/blog/best-air-purifier-for-dust-mites-canada","airpurifier","buzzskito-airpurifier-20","true","buzzskito-airpurifier-20","true","search","","search","Check price on Amazon.ca →","7","1344","72","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","dp_asin","B014H8NZ7U","terro liquid ant baits","TERRO Liquid Ant Baits (indoor stations)","1","90","3","sticky","StickyBuyBar"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","Check price on Amazon.ca →","2","502","18","true","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","combat ant killing bait stations","Check price on Amazon.ca →","3","532","19","true","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro outdoor liquid ant bait stakes","Check price on Amazon.ca →","4","559","20","true","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","doktor doom house and garden insect spray","Check price on Amazon.ca →","5","641","22","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","safers insect killing diatomaceous earth","Check price on Amazon.ca →","6","727","25","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","TERRO Liquid Ant Baits →","7","1025","36","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro outdoor liquid ant bait stakes","Outdoor bait stakes →","8","1029","36","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","combat ant killing bait stations","Combat protein bait stations →","9","1032","36","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","doktor doom house and garden insect spray","Check short-residual contact sprays on Amazon.ca →","10","1514","53","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro outdoor liquid ant bait stakes","Check outdoor bait stakes on Amazon.ca →","11","1786","62","false","BuyLink"
"/blog/best-ant-killer","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","combat ant killing bait stations","Check Combat protein bait stations on Amazon.ca →","12","1957","68","false","BuyLink"
"/blog/best-ant-traps-canada","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","Enclosed liquid ant bait stations","1","95","2","sticky","StickyBuyBar"
"/blog/best-ant-traps-canada","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","Check price on Amazon.ca →","2","1172","25","false","BuyLink"
"/blog/best-ant-traps-canada","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","Liquid bait stations →","3","1686","36","false","BuyLink"
"/blog/best-ant-traps-canada","ant","buzzskito-ant-20","true","buzzskito-ant-20","false","search","","terro liquid ant baits","Check liquid ant bait stations on Amazon.ca →","4","2191","46","false","BuyLink"
"/blog/best-atv-sprayer-for-tick-yard-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","chapin 25 gallon tow behind sprayer","Chapin 25-gallon tow-behind sprayer (boom + spot wand)","1","101","5","sticky","StickyBuyBar"
